name	context	language	url	split	grammar pattern	Count	notes	split_words	final_axial_code_role	final_axial_code_meaning	Review Status	Christian Axial Code Role	Christian Axial Code Meaning	Syreen Axial Code Role	Syreen Axial Code Meaning	Anthony Axial Code Role	Anthony Axial Code Meaning
n_col2	PARAMETER	C	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/vendor/cigraph/vendor/glpk/colamd/colamd.c	n col 2	NM N D	33	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['n', 'col', '2']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
newParam1	ATTRIBUTE	C++	https://github.com/freeminer/freeminer/blob/86caf1cfbdf3d06f53981adaedc6f1eba7448486/src/rollback.cpp	new Param 1	NM N D	33	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['new', 'Param', '1']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
newParam2	ATTRIBUTE	C++	https://github.com/freeminer/freeminer/blob/86caf1cfbdf3d06f53981adaedc6f1eba7448486/src/rollback.cpp	new Param 2	NM N D	33	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['new', 'Param', '2']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
newShape2	DECLARATION	Java	https://github.com/deeplearning4j/deeplearning4j/blob/854c3b264d6d392ecd1b09c386d919e3c74cb425/nd4j/nd4j-backends/nd4j-api-parent/nd4j-api/src/main/java/org/nd4j/linalg/checkutil/NDArrayCreationUtil.java	new Shape 2	NM N D	33	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['new', 'Shape', '2']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
numeric_type3	PARAMETER	C++	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/panda/src/gobj/geomVertexArrayFormat.cxx	numeric type 3	NM N D	33	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['numeric', 'type', '3']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
oldParam2	ATTRIBUTE	C++	https://github.com/freeminer/freeminer/blob/86caf1cfbdf3d06f53981adaedc6f1eba7448486/src/rollback.cpp	old Param 2	NM N D	33	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['old', 'Param', '2']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
oStride0	DECLARATION	C++	https://github.com/deeplearning4j/deeplearning4j/blob/854c3b264d6d392ecd1b09c386d919e3c74cb425/libnd4j/include/ops/declarable/helpers/cpu/convolutions_pooling3d.cpp	o Stride 0	NM N D	33	The digit in this variable is a reference to the stride (in memory) for dimension 0 of the output tensor. The code is implementing a 3D pooling operation. The 0 is the index of the output dimension, and so it is a specification term	['o', 'Stride', '0']	Distinguisher	Locally Specific Concept	Agree	Distinguisher	Locally Specific Concept	Distinguisher	Locally Specific Concept	Distinguisher	Locally Specific Concept
prefix_x1	ATTRIBUTE	C	https://github.com/weechat/weechat/blob/13241cdca5b39415d2a0f9e1b55a79153d14ba07/src/gui/gui-window.h	prefix x 1	NM N D	33	The digit in this variable is a reference to the fact that this is the start of a field whereas the x2 variables are end of field. Thus, this is a specification term	['prefix', 'x', '1']	Distinguisher	Locally Specific Concept	Agree	Distinguisher	Locally Specific Concept	Distinguisher	Locally Specific Concept	Distinguisher	Locally Specific Concept
ptr_channel2	DECLARATION	C	https://github.com/weechat/weechat/blob/13241cdca5b39415d2a0f9e1b55a79153d14ba07/src/plugins/irc/irc-completion.c	ptr channel 2	NM N D	33	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['ptr', 'channel', '2']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
ptr_option1	DECLARATION	C	https://github.com/weechat/weechat/blob/13241cdca5b39415d2a0f9e1b55a79153d14ba07/src/core/wee-doc.c	ptr option 1	NM N D	33	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['ptr', 'option', '1']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
RFC3526_PRIME_4096	DECLARATION	C	https://github.com/toggl-open-source/toggldesktop/blob/013038304ee8e9154db4a45fb642716956cf153b/third_party/openssl/crypto/bn/bn_const.c	RFC3526 PRIME 4096	NM N D	33	The digit in this identifier is the bit length of the prime in this crypto group. The res tof the identifier defines standard Diffie-hellman groups for crypto key exchanges.	['RFC3526', 'PRIME', '4096']	Distinguisher	Technology Term / Standard	Agree	Distinguisher	Technology Term / Standard	Distinguisher	Technology Term / Standard	Distinguisher	Technology Term / Standard
rowType1	PARAMETER	Java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/planner/common/DrillRelOptUtil.java	row Type 1	NM N D	33	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['row', 'Type', '1']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
sin6	DECLARATION	C++	https://github.com/freeminer/freeminer/blob/86caf1cfbdf3d06f53981adaedc6f1eba7448486/src/network/fm_connection_sctp.cpp	s in 6	NM N D	33	The digit in this variable is a version indicator, it tells us that this variable is related to code that leverages/operates on IPV6. The variable itself is a pointer to an IPV6 address structure.	['s', 'in', '6']	Version Identifier	Technology Term / Standard	Agree	Version Identifier	Technology Term / Standard	Version Identifier	Technology Term / Standard	Version Identifier	Technology Term / Standard
st_arg2	PARAMETER	C	https://github.com/wireshark/wireshark/blob/13f21ebd59317f59b91ce7a48a234ef48989ccf0/epan/dfilter/semcheck.c	st arg 2	NM N D	33	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['st', 'arg', '2']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
startR1	DECLARATION	C++	https://github.com/meta-toolkit/meta/blob/c7019401185cdfa15e1193aad821894c35a83e3f/src/analyzers/filters/porter2_stemmer.cpp	start R 1	NM N D	33	The digit in this variable seems to be a reference to the domain specific terms used in stemming algorithms, R1 and R2. R1 is the region of a word after the first non-vowel following a vowel. Thus, this variable marks a structural word boundary helping to identify stems.	['start', 'R', '1']	Distinguisher	Technology Term / Standard	Agree	Distinguisher	Technology Term / Standard	Distinguisher	Technology Term / Standard	Distinguisher	Technology Term / Standard
tempData1	ATTRIBUTE	C++	https://github.com/BVLC/caffe/blob/9b891540183ddc834a02b2bd81b31afae71b2153/include/caffe/layers/cudnn_lcn_layer.hpp	temp Data 1	NM N D	33	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['temp', 'Data', '1']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
tempData2	ATTRIBUTE	C++	https://github.com/BVLC/caffe/blob/9b891540183ddc834a02b2bd81b31afae71b2153/include/caffe/layers/cudnn_lcn_layer.hpp	temp Data 2	NM N D	33	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['temp', 'Data', '2']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
volStride1	DECLARATION	C++	https://github.com/deeplearning4j/deeplearning4j/blob/854c3b264d6d392ecd1b09c386d919e3c74cb425/libnd4j/include/ops/declarable/helpers/cpu/convolutions_col2vol.cpp	vol Stride 1	NM N D	33	This variable is the stride of the second axis (index 1) in the volume tensor. It's the channel dimension in the tensor layout. The number tells us which axis it's for (the channel dimension). Thus, this is a domain term.	['vol', 'Stride', '1']	Distinguisher	Technology Term / Standard	Agree	Distinguisher	Technology Term / Standard	Distinguisher	Technology Term / Standard	Distinguisher	Technology Term / Standard
wclique1	FUNCTION	C	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/vendor/cigraph/vendor/glpk/misc/wclique1.c	w clique 1	NM N D	33	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['w', 'clique', '1']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
BLOCK_CONTACT_16x16	ATTRIBUTE	Java	https://github.com/igniterealtime/Spark/blob/ca028f3a818b94c00f2f600933109087d84fb0b9/core/src/main/java/org/jivesoftware/resource/SparkRes.java	BLOCK CONTACT 16 x 16	NM N D P D	2	The digits in this varaible are a reference to the size of the image (an icon) in pixels. These are specification numbers	['BLOCK', 'CONTACT', '16', 'x', '16']	Distinguisher	Locally Specific Concept	Agree	Distinguisher	Locally Specific Concept	Distinguisher	Locally Specific Concept	Distinguisher	Locally Specific Concept
BypassComparison_8192x8192	CLASS	Java	https://github.com/deeplearning4j/deeplearning4j/blob/854c3b264d6d392ecd1b09c386d919e3c74cb425/contrib/benchmarking_nd4j/src/main/java/org/nd4j/bypass/BypassComparison_8192x8192.java	Bypass Comparison 8192 x 8192	NM N D P D	2	The digits in this varaible are a reference to the size of the matrix involved in a test using BLAS-level functions. These are specification numbers	['Bypass', 'Comparison', '8192', 'x', '8192']	Distinguisher	Locally Specific Concept	Agree	Distinguisher	Locally Specific Concept	Distinguisher	Locally Specific Concept	Distinguisher	Locally Specific Concept
chars1	PARAMETER	C	https://github.com/weechat/weechat/blob/13241cdca5b39415d2a0f9e1b55a79153d14ba07/src/plugins/trigger/trigger-callback.c	chars 1	NPL D	6	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['chars', '1']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
conjuncts1	DECLARATION	Java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/exec/java-exec/src/main/java/org/apache/drill/exec/planner/cost/DrillRelMdSelectivity.java	conjuncts 1	NPL D	6	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['conjuncts', '1']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
contents2	PARAMETER	C++	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/panda/src/gobj/geomVertexArrayFormat.cxx	contents 2	NPL D	6	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['contents', '2']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
paths2	DECLARATION	Java	https://github.com/deeplearning4j/deeplearning4j/blob/854c3b264d6d392ecd1b09c386d919e3c74cb425/datavec/datavec-api/src/main/java/org/datavec/api/io/filters/RandomPathFilter.java	paths 2	NPL D	6	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['paths', '2']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
props2	PARAMETER	C	https://github.com/toggl-open-source/toggldesktop/blob/013038304ee8e9154db4a45fb642716956cf153b/third_party/poco/SevenZip/src/LzmaEnc.h	props 2	NPL D	6	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['props', '2']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
subtypes1	DECLARATION	Java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/common/src/main/java/org/apache/drill/common/types/Types.java	subtypes 1	NPL D	6	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['subtypes', '1']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
after1	DECLARATION	C++	https://github.com/meta-toolkit/meta/blob/c7019401185cdfa15e1193aad821894c35a83e3f/src/analyzers/filters/ptb_normalizer.cpp	after 1	P D	2	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['after', '1']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
after2	DECLARATION	C++	https://github.com/meta-toolkit/meta/blob/c7019401185cdfa15e1193aad821894c35a83e3f/src/analyzers/filters/ptb_normalizer.cpp	after 2	P D	2	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['after', '2']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
_ccv_atan2	FUNCTION	C	https://github.com/liuliu/ccv/blob/3eb1664f88e04515bf6861663c4f96d6279a47f5/lib/ccv_basic.c	ccv atan 2	PRE N D	8	the digit in this identifier highlights that this is a 2 argment arctangent function, thus it is a specification	['ccv', 'atan', '2']	Distinguisher	Locally Specific Concept	Agree	Distinguisher	Locally Specific Concept	Distinguisher	Locally Specific Concept	Distinguisher	Locally Specific Concept
bStat1	ATTRIBUTE	C	https://github.com/liuliu/ccv/blob/3eb1664f88e04515bf6861663c4f96d6279a47f5/lib/3rdparty/sqlite3/sqlite3.c	b Stat 1	PRE N D	8	The digit in this identifier is a reference to SQLITE stat1. This boolean variable is true if the table is a stat1 table. Thus, this variable is a domain digit	['b', 'Stat', '1']	Distinguisher	Technology Term / Standard	Agree	Distinguisher	Technology Term / Standard	Distinguisher	Technology Term / Standard	Distinguisher	Technology Term / Standard
CMatrix33	CLASS	C++	https://github.com/freeminer/freeminer/blob/86caf1cfbdf3d06f53981adaedc6f1eba7448486/src/mandelbulber/algebra.hpp	C Matrix 33	PRE N D	8	The digit in this variable is used to highlight that this class represents / is for 3 by 3 matrices. It is a specification number.	['C', 'Matrix', '33']	Distinguisher	Locally Specific Concept	Agree	Distinguisher	Locally Specific Concept	Distinguisher	Locally Specific Concept	Distinguisher	Locally Specific Concept
CVector3	CLASS	C++	https://github.com/freeminer/freeminer/blob/86caf1cfbdf3d06f53981adaedc6f1eba7448486/src/mandelbulber/algebra.hpp	C Vector 3	PRE N D	8	The digit in this variable is used to highlight that this class repersents a 3D vector, it's a domain number	['C', 'Vector', '3']	Distinguisher	Technology Term / Standard	Agree	Distinguisher	Technology Term / Standard	Distinguisher	Technology Term / Standard	Distinguisher	Technology Term / Standard
lwk1	DECLARATION	C	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/vendor/cigraph/vendor/lapack/dlaqr2.c	l wk 1	PRE N D	8	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['l', 'wk', '1']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
m_sbox4	ATTRIBUTE	Java	https://github.com/igniterealtime/Openfire/blob/25ed0d66f9c56f423f9408920ce7d8734dcaf84d/xmppserver/src/main/java/org/jivesoftware/util/Blowfish.java	m sbox 4	PRE N D	8	The digit in this identifier is a label for one of the s-boxes that get used in a blowfish block cipher implementation. It is a distinguisher.	['m', 'sbox', '4']	Distinguisher	Locally Specific Concept	Disagree	Distinguisher	Human-Named Convention	Distinguisher	Locally Specific Concept	Distinguisher	Locally Specific Concept
pMem1	PARAMETER	C	https://github.com/liuliu/ccv/blob/3eb1664f88e04515bf6861663c4f96d6279a47f5/lib/3rdparty/sqlite3/sqlite3.c	p Mem 1	PRE N D	8	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['p', 'Mem', '1']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
pName2	PARAMETER	C	https://github.com/mgba-emu/mgba/blob/c8cfaefcc880e668b0db8ba5f8b49978f0d108fd/src/third-party/sqlite3/sqlite3.c	p Name 2	PRE N D	8	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['p', 'Name', '2']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
aOldRecord1	PARAMETER	C	https://github.com/liuliu/ccv/blob/3eb1664f88e04515bf6861663c4f96d6279a47f5/lib/3rdparty/sqlite3/sqlite3.c	a Old Record 1	PRE NM N D	2	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['a', 'Old', 'Record', '1']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
spx_nt_prod1	FUNCTION	C	https://github.com/igraph/rigraph/blob/cae1f110975e38353a8fbbe16d4c7a008fbd9bea/src/vendor/cigraph/vendor/glpk/simplex/spxat.c	spx nt prod 1	PRE NM N D	2	The digit in this identifier is a distinguisher. This identifier is a function that performs a type of maxtrix-vector multipllication.	['spx', 'nt', 'prod', '1']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
clearPart1	FUNCTION	Java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/protocol/src/main/java/org/apache/drill/exec/proto/UserBitShared.java	clear Part 1	V N D	8	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['clear', 'Part', '1']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
GenerateProlog1	FUNCTION	C++	https://github.com/fakeNetflix/facebook-repo-ds2/blob/eaf83c59b8fff11cc4c218da7b78a983754727ec/Tools/RegsGen2/main.cpp	Generate Prolog 1	V N D	8	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['Generate', 'Prolog', '1']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
get_a1	FUNCTION	C++	https://github.com/panda3d/panda3d/blob/07f9f9d89722a82234e0d111e61b7ff98e88e2db/panda/src/downloader/httpDigestAuthorization.cxx	get a 1	V N D	8	The digit in this variable is a reference to a standard in RFC 2617. This function returns the A1 value as per the RFC 2617 standard. This is a domain number	['get', 'a', '1']	Distinguisher	Technology Term / Standard	Agree	Distinguisher	Technology Term / Standard	Distinguisher	Technology Term / Standard	Distinguisher	Technology Term / Standard
getPart2	FUNCTION	Java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/protocol/src/main/java/org/apache/drill/exec/proto/UserBitShared.java	get Part 2	V N D	8	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['get', 'Part', '2']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
handle_send_2	FUNCTION	C	https://github.com/irungentoo/toxcore/blob/bf69b54f64003d160d759068f4816b2d9b2e1e21/toxcore/onion.c	handle send 2	V N D	8	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['handle', 'send', '2']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
isdir2	PARAMETER	C	https://github.com/ropensci/git2r/blob/9c42d41c14cf83735db37ae662e2bce42c500aaa/src/libgit2/src/util/fs_path.c	is dir 2	V N D	8	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['is', 'dir', '2']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
playingCh2	ATTRIBUTE	C	https://github.com/mgba-emu/mgba/blob/c8cfaefcc880e668b0db8ba5f8b49978f0d108fd/include/mgba/internal/gb/audio.h	playing Ch 2	V N D	8	The digit in this identifier is a reference to channel. It is primarily used to distinguish it from the other channels, so it's a distinguisher.	['playing', 'Ch', '2']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
setPart1	FUNCTION	Java	https://github.com/apache/drill/blob/f558815feb6560ebbc3d1fcf502acee8fea1e555/protocol/src/main/java/org/apache/drill/exec/proto/UserBitShared.java	set Part 1	V N D	8	The digit in this variable is a specification within this system, referencing part of the bitField0 variable. Part1 is a specific segment within the bitField0 bit field.	['set', 'Part', '1']	Distinguisher	Locally Specific Concept	Agree	Distinguisher	Locally Specific Concept	Distinguisher	Locally Specific Concept	Distinguisher	Locally Specific Concept
get_start_r1	FUNCTION	C++	https://github.com/meta-toolkit/meta/blob/c7019401185cdfa15e1193aad821894c35a83e3f/src/analyzers/filters/porter2_stemmer.cpp	get start r 1	V NM N D	3	The number in this identifier is actually a reference to the R1 (region 1) part of a stemming algorithm. It's the region after the firs tnon-vowel following a vowel. So this is a domain term.	['get', 'start', 'r', '1']	Distinguisher	Technology Term / Standard	Agree	Distinguisher	Technology Term / Standard	Distinguisher	Technology Term / Standard	Distinguisher	Technology Term / Standard
is_valid_position2	DECLARATION	C++	https://github.com/freeminer/freeminer/blob/86caf1cfbdf3d06f53981adaedc6f1eba7448486/src/client/localplayer.cpp	is valid position 2	V NM N D	3	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['is', 'valid', 'position', '2']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention
SET_GROUP_NAME_1	ATTRIBUTE	Java	https://github.com/igniterealtime/Openfire/blob/25ed0d66f9c56f423f9408920ce7d8734dcaf84d/xmppserver/src/main/java/org/jivesoftware/openfire/group/DefaultGroupProvider.java	SET GROUP NAME 1	V NM N D	3	the digit in this variable is a distinguisher, to distinguish it from other variables with similar names.	['SET', 'GROUP', 'NAME', '1']	Distinguisher	Human-Named Convention	Agree	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention	Distinguisher	Human-Named Convention